Area,Year,Domain Code,Domain,Area Code (M49),Element Code,Element,Item Code (CPC),Item,Year Code,Value,Yield_Loss_Percent,Avg_Deaths,Avg_Damage_USD,Total_Events
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01460,"Coconuts, in shell",2006,5467.6,-0.26590379783976087,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01232,Cucumbers and gherkins,2006,5775.9,1.3459272037849963,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01314,Dates,2006,5033.1,16.897548088830177,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2006,16087.8,-1.9137573880157264,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01233,Eggplants (aubergines),2006,10203.8,-2.2752786464597867,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01315,Figs,2006,2931.7,20.373187028084097,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01657,"Ginger, raw",2006,387.5,15.522127752343579,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01330,Grapes,2006,3358.3,9.625941872981695,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01252,Green garlic,2006,8184.6,3.3661168636433447,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,0142,"Groundnuts, excluding shelled",2006,790.4,-7.143825403280458,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01449.02,Hempseed,2006,643.8,2.4693228298742715,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01922.01,"Jute, raw or retted",2006,1084,-0.4540821054582607,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01922.02,"Kenaf, and other textile bast fibres, raw or retted",2006,620.7,-1.570937653411884,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01322,Lemons and limes,2006,12785.7,-0.05086390384374609,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01704,"Lentils, dry",2006,528,11.528150134048252,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01214,Lettuce and chicory,2006,1010.1,0.04947555907381753,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01441,Linseed,2006,478.2,-1.8530351437699655,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,0112,Maize (corn),2006,3036.8,-1.7592065140904063,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01316,"Mangoes, guavas and mangosteens",2006,11202.1,-1.4076729491427227,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,0118,Millet,2006,472.2,5.748502994011978,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01239.01,Okra,2006,7548.4,1.1446082925168357,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2006,13824.5,-0.11152066391002771,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01241.90,"Other beans, green",2006,7133,-1.7880331635201303,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01355.90,Other berries and fruits of the genus vaccinium n.e.c.,2006,5135,-1.9273903809126893,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01359.90,"Other fruits, n.e.c.",2006,5952.8,-0.27457255958898646,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01379.90,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2006,832.3,-2.122699386503062,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01449.90,"Other oil seeds, n.e.c.",2006,802.8,-3.560371517027852,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01709.90,Other pulses n.e.c.,2006,738.1,2.4838155634826204,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01699,"Other stimulant, spice and aromatic crops, n.e.c.",2006,1888.9,-12.001185887933595,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01290.90,"Other vegetables, fresh n.e.c.",2006,14189.1,1.1260774735727201,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01317,Papayas,2006,5178.4,0.9506321608232575,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01345,Peaches and nectarines,2006,4628.9,-0.2816352174007236,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01342.01,Pears,2006,12286.3,2.2056131302036106,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01705,"Peas, dry",2006,579.2,-2.9322907410698416,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01242,"Peas, green",2006,7484.9,-0.8733035942911723,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01375,"Pistachios, in shell",2006,3144.3,9.93641154903757,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01346,Plums and sloes,2006,8067.4,0.3187861414520855,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01510,Potatoes,2006,13344.7,26.188777344506203,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01235,"Pumpkins, squash and gourds",2006,9768.4,-0.2781969552318517,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01443,Rape or colza seed,2006,795.4,4.890589501375102,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,0113,Rice,2006,3160.4,0.43475521391215827,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01446,Safflower seed,2006,808.5,-12.400945363547901,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01921.01,"Seed cotton, unginned",2006,2033.3,0.44555424990208264,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01444,Sesame seed,2006,425.5,0.4445484323818384,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,0114,Sorghum,2006,615.6,-2.6342114038012787,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,0141,Soya beans,2006,1128.7,5.941666666666663,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01215,Spinach,2006,11879.3,-4.578667511796592,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01801,Sugar beet,2006,30101.6,29.96321519228845,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01802,Sugar cane,2006,49229,-0.7001904403447214,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01445,Sunflower seed,2006,1071.3,13.681411650954795,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01530,Sweet potatoes,2006,11851.4,-5.267178284658566,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01324,"Tangerines, mandarins, clementines",2006,12785.8,-0.22732973786529537,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01234,Tomatoes,2006,10124.5,3.014598819832944,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01970,Unmanufactured tobacco,2006,1997.7,-0.38189035726848586,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01376,"Walnuts, in shell",2006,9931.2,2.8058603039763446,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,01221,Watermelons,2006,14221.9,8.290182169917784,13,NA,1
Pakistan,2006,QCL,Crops and livestock products,586,5412,Yield,0111,Wheat,2006,2518.6,2.5988088792636814,13,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01371,"Almonds, in shell",2007,2161.6,4.048295454545467,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01341,Apples,2007,3907.7,-26.278881887219253,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01343,Apricots,2007,7684.7,-26.64721975015656,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01312,Bananas,2007,4312.2,14.239688158784455,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,0115,Barley,2007,986.2,-1.325387855748494,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01701,"Beans, dry",2007,700.4,-13.886178861788615,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01212,Cabbages,2007,15779.7,-1.5705761568516385,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01229,Cantaloupes and other melons,2007,13123.4,7.208564014452482,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01251,Carrots and turnips,2007,18143.1,-1.4726115504647663,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01447,Castor oil seeds,2007,622.1,-9.96994873607919,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01213,Cauliflowers and broccoli,2007,18499.7,-0.2748116429074786,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01344.02,Cherries,2007,2314.1,-38.93491834774256,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01703,"Chick peas, dry",2007,796.4,-70.90128755364806,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2007,1808.4,-22.895005096839967,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01460,"Coconuts, in shell",2007,7441.6,-36.103592069646645,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01232,Cucumbers and gherkins,2007,4344.3,24.7857476756869,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01314,Dates,2007,6185.4,-22.894438815044392,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2007,16119.5,-0.19704372257238856,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01233,Eggplants (aubergines),2007,9694.4,4.992257786314899,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01315,Figs,2007,4390.2,-49.749292219531334,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01657,"Ginger, raw",2007,471.1,-21.574193548387104,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01330,Grapes,2007,4918.7,-46.463984754191095,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01252,Green garlic,2007,8013,2.096620482369332,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,0142,"Groundnuts, excluding shelled",2007,878.8,-11.184210526315788,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01449.02,Hempseed,2007,640.2,0.559179869524683,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01922.01,"Jute, raw or retted",2007,1088.9,-0.4520295202952113,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01922.02,"Kenaf, and other textile bast fibres, raw or retted",2007,635.9,-2.4488480747542987,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01322,Lemons and limes,2007,7621.5,40.3904361904315,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01704,"Lentils, dry",2007,538.5,-1.9886363636363635,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01214,Lettuce and chicory,2007,1184,-17.216117216117212,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01441,Linseed,2007,692.8,-44.87662066081137,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,0112,Maize (corn),2007,3426.5,-12.832586933614323,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01316,"Mangoes, guavas and mangosteens",2007,10447.3,6.738022335097893,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,0118,Millet,2007,574.8,-21.728081321473944,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01239.01,Okra,2007,6912.4,8.425626622860474,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2007,13823.4,0.00795688813338901,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01241.90,"Other beans, green",2007,7697.9,-7.9195289499509265,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01355.90,Other berries and fruits of the genus vaccinium n.e.c.,2007,4544,11.50925024342746,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01359.90,"Other fruits, n.e.c.",2007,5813.5,2.3400752587017903,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01379.90,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2007,849.6,-2.078577436020674,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01449.90,"Other oil seeds, n.e.c.",2007,773.7,3.624813153961125,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01709.90,Other pulses n.e.c.,2007,739,-0.12193469719549888,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01699,"Other stimulant, spice and aromatic crops, n.e.c.",2007,1802.5,4.574090740642707,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01290.90,"Other vegetables, fresh n.e.c.",2007,14108.5,0.5680416657857114,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01317,Papayas,2007,4592.3,11.318167773829744,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01345,Peaches and nectarines,2007,5273.4,-13.923394326945928,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01342.01,Pears,2007,11473.6,6.614684648755109,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01705,"Peas, dry",2007,589.9,-1.8473756906077228,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01242,"Peas, green",2007,7722.2,-3.1703830378495397,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01707,"Pigeon peas, dry",2007,709.4,11.996030269197375,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01375,"Pistachios, in shell",2007,2897.3,7.855484527557803,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01346,Plums and sloes,2007,9609.7,-19.11768351637456,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01510,Potatoes,2007,19351.6,-45.013376096877394,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01235,"Pumpkins, squash and gourds",2007,9588.5,1.841652675975591,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01443,Rape or colza seed,2007,831.5,-4.538596932361079,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,0113,Rice,2007,3317.6,-4.974053917225662,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01446,Safflower seed,2007,844.8,-4.489795918367341,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01921.01,"Seed cotton, unginned",2007,1858.7,8.587026016819943,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01444,Sesame seed,2007,429,-0.8225616921269095,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,0114,Sorghum,2007,604.5,1.80311890838207,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,0141,Soya beans,2007,581.8,48.45397359794455,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01215,Spinach,2007,12049.1,-1.4293771518523912,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01801,Sugar beet,2007,40860.2,-35.74095729130677,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01802,Sugar cane,2007,53209.2,-8.085071807268069,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01445,Sunflower seed,2007,1260.5,-17.66078596098199,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01530,Sweet potatoes,2007,11445.4,3.4257556069325146,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01324,"Tangerines, mandarins, clementines",2007,7621,40.39481299566706,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01234,Tomatoes,2007,10676.4,-5.451133389303172,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01970,Unmanufactured tobacco,2007,2029.8,-1.6068478750563102,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01376,"Walnuts, in shell",2007,11760.8,-18.422748509747045,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,01221,Watermelons,2007,13123.3,7.724706262876271,130,NA,1
Pakistan,2007,QCL,Crops and livestock products,586,5412,Yield,0111,Wheat,2007,2715.6,-7.821805765107599,130,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01371,"Almonds, in shell",2008,2406.3,-11.32031828275353,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01341,Apples,2008,3899.8,0.2021649563681868,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01343,Apricots,2008,7670.9,0.17957760224862626,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01312,Bananas,2008,4442.4,-3.019340475859186,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,0115,Barley,2008,959.4,2.7175015209896642,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01701,"Beans, dry",2008,691.9,1.2135922330097086,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01212,Cabbages,2008,16508.9,-4.621127144369035,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01229,Cantaloupes and other melons,2008,14746.3,-12.36645991130347,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01251,Carrots and turnips,2008,17466.1,3.7314461145008297,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01447,Castor oil seeds,2008,489.7,21.282751969136797,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01213,Cauliflowers and broccoli,2008,18027.7,2.551392725287437,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01344.02,Cherries,2008,2325.6,-0.4969534592282097,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01703,"Chick peas, dry",2008,428.8,46.15770969362129,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2008,2543.4,-40.64366290643663,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01460,"Coconuts, in shell",2008,7606.7,-2.2186089013115384,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01232,Cucumbers and gherkins,2008,5967.4,-37.361600257809066,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01314,Dates,2008,6244.8,-0.9603259288000866,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2008,16340.2,-1.3691491671577949,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01233,Eggplants (aubergines),2008,10163.5,-4.838876052153824,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01315,Figs,2008,4771.6,-8.687531319757655,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01657,"Ginger, raw",2008,487.2,-3.417533432392266,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01330,Grapes,2008,4954.7,-0.7319007054709578,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01252,Green garlic,2008,7852.2,2.006739049045304,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,0142,"Groundnuts, excluding shelled",2008,921.3,-4.836140191169777,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01449.02,Hempseed,2008,639.5,0.10934083099032263,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01922.01,"Jute, raw or retted",2008,1093.8,-0.44999540821010775,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01922.02,"Kenaf, and other textile bast fibres, raw or retted",2008,624.2,1.8399119358389577,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01322,Lemons and limes,2008,11507,-50.98077806206127,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01704,"Lentils, dry",2008,480.3,10.807799442896934,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01214,Lettuce and chicory,2008,1288.5,-8.826013513513512,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01441,Linseed,2008,668.2,3.5508083140877473,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,0112,Maize (corn),2008,3415.4,0.3239457172041415,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01316,"Mangoes, guavas and mangosteens",2008,9708.7,7.069769222669958,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,0118,Millet,2008,631,-9.777313848295067,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01239.01,Okra,2008,7602.7,-9.986401249927669,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2008,13162.6,4.780300070894276,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01241.90,"Other beans, green",2008,7798.5,-1.3068499201080863,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01355.90,Other berries and fruits of the genus vaccinium n.e.c.,2008,4727.6,-4.040492957746487,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01359.90,"Other fruits, n.e.c.",2008,6203.3,-6.705082996473728,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01379.90,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2008,866.9,-2.0362523540489588,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01449.90,"Other oil seeds, n.e.c.",2008,789.5,-2.0421351945198336,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01709.90,Other pulses n.e.c.,2008,660.9,10.56833558863329,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01699,"Other stimulant, spice and aromatic crops, n.e.c.",2008,2001.2,-11.02357836338419,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01290.90,"Other vegetables, fresh n.e.c.",2008,13972.2,0.9660842754367883,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01317,Papayas,2008,5580.5,-21.51862900942882,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01345,Peaches and nectarines,2008,5304.3,-0.5859597223802584,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01342.01,Pears,2008,11586.9,-0.9874843118114565,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01705,"Peas, dry",2008,603.6,-2.3224275300898536,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01242,"Peas, green",2008,6645.4,13.944212789101554,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01707,"Pigeon peas, dry",2008,664.2,6.37158161826895,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01375,"Pistachios, in shell",2008,4089.9,-41.16246160218133,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01346,Plums and sloes,2008,9340.9,2.7971736890849983,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01510,Potatoes,2008,16455,14.968271357407135,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01235,"Pumpkins, squash and gourds",2008,9997.2,-4.262397663868183,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01443,Rape or colza seed,2008,789,5.111244738424534,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,0113,Rice,2008,3519.9,-6.097781528816017,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01446,Safflower seed,2008,909.1,-7.611268939393947,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01921.01,"Seed cotton, unginned",2008,2046.2,-10.087695701296605,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01444,Sesame seed,2008,452.3,-5.431235431235434,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,0114,Sorghum,2008,626.2,-3.589743589743597,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,0141,Soya beans,2008,591.8,-1.7188037126160194,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01215,Spinach,2008,12147.6,-0.8174884431202329,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01801,Sugar beet,2008,33278.8,18.55448578323159,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01802,Sugar cane,2008,51494.4,3.222750952842733,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01445,Sunflower seed,2008,1520,-20.58706862356208,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01530,Sweet potatoes,2008,11147.7,2.6010449612944844,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01324,"Tangerines, mandarins, clementines",2008,11502.3,-50.92901194069018,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01234,Tomatoes,2008,10088.7,5.504664493649535,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01970,Unmanufactured tobacco,2008,2096.7,-3.295891220809925,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01376,"Walnuts, in shell",2008,9808.8,16.597510373443985,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,01221,Watermelons,2008,14746.3,-12.36731614761531,10,NA,1
Pakistan,2008,QCL,Crops and livestock products,586,5412,Yield,0111,Wheat,2008,2451.4,9.728973339225211,10,NA,1
Pakistan,2009,QCL,Crops and livestock products,586,5412,Yield,01371,"Almonds, in shell",2009,2400,0.2618127415534298,14,NA,1
Pakistan,2009,QCL,Crops and livestock products,586,5412,Yield,01341,Apples,2009,3282.9,15.818759936406998,14,NA,1
