Area,Year,Domain Code,Domain,Area Code (M49),Element Code,Element,Item Code (CPC),Item,Year Code,Value,Yield_Loss_Percent,Avg_Deaths,Avg_Damage_USD,Total_Events
Pakistan,2012,QCL,Crops and livestock products,586,5412,Yield,01346,Plums and sloes,2012,8243.5,0.5765079058772361,12,NA,1
Pakistan,2012,QCL,Crops and livestock products,586,5412,Yield,01510,Potatoes,2012,18340.5,16.328308910746543,12,NA,1
Pakistan,2012,QCL,Crops and livestock products,586,5412,Yield,01235,"Pumpkins, squash and gourds",2012,10013.1,-0.8907070238898871,12,NA,1
Pakistan,2012,QCL,Crops and livestock products,586,5412,Yield,01443,Rape or colza seed,2012,829.7,6.301524562394123,12,NA,1
Pakistan,2012,QCL,Crops and livestock products,586,5412,Yield,0113,Rice,2012,3596.6,-0.07512729903447002,12,NA,1
Pakistan,2012,QCL,Crops and livestock products,586,5412,Yield,01446,Safflower seed,2012,1060.6,-21.656343197981183,12,NA,1
Pakistan,2012,QCL,Crops and livestock products,586,5412,Yield,01921.01,"Seed cotton, unginned",2012,2211.4,5.102347337252717,12,NA,1
Pakistan,2012,QCL,Crops and livestock products,586,5412,Yield,01444,Sesame seed,2012,411.3,-3.1085485083981035,12,NA,1
Pakistan,2012,QCL,Crops and livestock products,586,5412,Yield,0114,Sorghum,2012,620.3,3.3348916939379913,12,NA,1
Pakistan,2012,QCL,Crops and livestock products,586,5412,Yield,0141,Soya beans,2012,790.1,-13.634402416223224,12,NA,1
Pakistan,2012,QCL,Crops and livestock products,586,5412,Yield,01215,Spinach,2012,12642.2,0.19026866567188955,12,NA,1
Pakistan,2012,QCL,Crops and livestock products,586,5412,Yield,01801,Sugar beet,2012,13000,60.999960999961,12,NA,1
Pakistan,2012,QCL,Crops and livestock products,586,5412,Yield,01802,Sugar cane,2012,55216.5,1.3943529420168523,12,NA,1
Pakistan,2012,QCL,Crops and livestock products,586,5412,Yield,01445,Sunflower seed,2012,1198.8,10.883140053523647,12,NA,1
Pakistan,2012,QCL,Crops and livestock products,586,5412,Yield,01530,Sweet potatoes,2012,8655.3,13.119460365578231,12,NA,1
Pakistan,2012,QCL,Crops and livestock products,586,5412,Yield,01324,"Tangerines, mandarins, clementines",2012,11070,-8.62205999234642,12,NA,1
Pakistan,2012,QCL,Crops and livestock products,586,5412,Yield,01234,Tomatoes,2012,10098.8,0.37487175439981063,12,NA,1
Pakistan,2012,QCL,Crops and livestock products,586,5412,Yield,01970,Unmanufactured tobacco,2012,2135.2,-6.530958439355379,12,NA,1
Pakistan,2012,QCL,Crops and livestock products,586,5412,Yield,01376,"Walnuts, in shell",2012,8764.4,-4.175630861394721,12,NA,1
Pakistan,2012,QCL,Crops and livestock products,586,5412,Yield,01221,Watermelons,2012,15009.3,-3.953319250614671,12,NA,1
Pakistan,2012,QCL,Crops and livestock products,586,5412,Yield,0111,Wheat,2012,2713.8,4.200790737079921,12,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01371,"Almonds, in shell",2013,2111.8,-6.468364003024965,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01341,Apples,2013,5763.2,-7.564530879635682,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01343,Apricots,2013,6215.6,4.10984264116013,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01312,Bananas,2013,4242.3,2.8977545835336,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,0115,Barley,2013,920.7,-1.175824175824181,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01701,"Beans, dry",2013,678.9,-7.1665351223362235,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01212,Cabbages,2013,15665.8,-1.5512267850776216,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01229,Cantaloupes and other melons,2013,12550.5,16.381843257180545,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01251,Carrots and turnips,2013,17411.1,0.6618322483468458,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01447,Castor oil seeds,2013,1074.9,0.2505567928730344,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01213,Cauliflowers and broccoli,2013,17131,0.4214258726421949,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01344.02,Cherries,2013,1860.1,6.668339187155047,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01703,"Chick peas, dry",2013,757.3,-168.35577604535789,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2013,2324.7,-0.49714680961438706,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01460,"Coconuts, in shell",2013,6743.3,-0.03857166169686181,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01232,Cucumbers and gherkins,2013,14218.8,0.39090412340801906,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01314,Dates,2013,5875.4,-0.3484201537147675,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2013,23568,-15.28302255962747,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01233,Eggplants (aubergines),2013,9940.8,1.3408231522742422,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01315,Figs,2013,4049.2,0.5061673792324036,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01657,"Ginger, raw",2013,442.9,2.4019391802556265,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01330,Grapes,2013,4315.6,-2.4839705533127607,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01252,Green garlic,2013,8547.6,-0.8983060851088989,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,0142,"Groundnuts, excluding shelled",2013,1074.5,-7.8490414533775015,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01449.02,Hempseed,2013,570.1,4.633656741385068,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01922.01,"Jute, raw or retted",2013,1118.2,-0.4311119094664949,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01922.02,"Kenaf, and other textile bast fibres, raw or retted",2013,603.4,0.6912442396313438,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01322,Lemons and limes,2013,10796.6,2.5797428378073506,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01704,"Lentils, dry",2013,517.5,-7.098509933774837,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01214,Lettuce and chicory,2013,1101.1,-0.6305976969475291,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01441,Linseed,2013,710.4,0.42052144659377627,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,0112,Maize (corn),2013,4231.3,-6.233994476525237,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01316,"Mangoes, guavas and mangosteens",2013,8952.9,2.508902028682496,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,0118,Millet,2013,634,5.878859857482189,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01239.01,Okra,2013,7664.2,-0.6527020815549257,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2013,13189.7,-1.0875396618587154,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01241.90,"Other beans, green",2013,5303.6,-1.96877643620704,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01355.90,Other berries and fruits of the genus vaccinium n.e.c.,2013,4558.8,4.989371014130292,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01359.90,"Other fruits, n.e.c.",2013,4778.9,-18.108348573970638,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01379.90,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2013,954.5,-0.1048767697954903,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01449.90,"Other oil seeds, n.e.c.",2013,777.4,-2.6135163674762345,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01709.90,Other pulses n.e.c.,2013,718.8,-1.856312880827534,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01699,"Other stimulant, spice and aromatic crops, n.e.c.",2013,3491.3,-14.42758349447741,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01290.90,"Other vegetables, fresh n.e.c.",2013,13344.8,9.063775562354772,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01317,Papayas,2013,4864.6,-1.1057072785467998,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01345,Peaches and nectarines,2013,4247.5,-7.03306118334845,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01342.01,Pears,2013,9672.5,0.3872256722381887,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01705,"Peas, dry",2013,679.4,-3.535507467235588,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01242,"Peas, green",2013,6447.3,1.0846885547713994,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01707,"Pigeon peas, dry",2013,663.5,-0,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01375,"Pistachios, in shell",2013,3414.5,-0.6099357652189232,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01346,Plums and sloes,2013,7813.4,5.217444046824776,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01510,Potatoes,2013,21805.9,-18.894795670783246,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01235,"Pumpkins, squash and gourds",2013,9758.8,2.5396730283328948,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01443,Rape or colza seed,2013,922.4,-11.172713028805584,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,0113,Rice,2013,3752.8,-4.342990602235453,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01446,Safflower seed,2013,1045.5,1.4237224212709703,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01921.01,"Seed cotton, unginned",2013,2272.4,-2.7584335714931716,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01444,Sesame seed,2013,397.2,3.428154631655731,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,0114,Sorghum,2013,598.7,3.4821860390133663,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,0141,Soya beans,2013,722.2,8.593848879888618,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01215,Spinach,2013,12041.7,4.749964404929521,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01801,Sugar beet,2013,13000,-0,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01802,Sugar cane,2013,57542.5,-4.212508942073474,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01445,Sunflower seed,2013,1241.1,-3.5285285285285246,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01530,Sweet potatoes,2013,8871.1,-2.4932700195256214,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01324,"Tangerines, mandarins, clementines",2013,10318.7,6.786811201445342,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01234,Tomatoes,2013,9864.1,2.324038499623707,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01970,Unmanufactured tobacco,2013,2175.9,-1.9061446234544903,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01376,"Walnuts, in shell",2013,7998.4,8.739902332161927,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,01221,Watermelons,2013,14488.4,3.4705149473992765,34,NA,1
Pakistan,2013,QCL,Crops and livestock products,586,5412,Yield,0111,Wheat,2013,2795.7,-3.017908467831072,34,NA,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01371,"Almonds, in shell",2014,2032.4,3.7598257410739695,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01341,Apples,2014,6152.3,-6.751457523598008,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01343,Apricots,2014,6326.7,-1.7874380590771517,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01312,Bananas,2014,4256.2,-0.32765245267896276,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,0115,Barley,2014,938.9,-1.9767568154664854,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01701,"Beans, dry",2014,728.2,-7.261746943585222,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01212,Cabbages,2014,15625.6,0.25660994012434035,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01229,Cantaloupes and other melons,2014,12735.6,-1.4748416397753106,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01251,Carrots and turnips,2014,17351.9,0.3400129802252419,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01447,Castor oil seeds,2014,1050.5,2.269978602660721,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01213,Cauliflowers and broccoli,2014,17388.1,-1.5007880450644944,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01344.02,Cherries,2014,1839.4,1.1128433955163604,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01703,"Chick peas, dry",2014,420.2,44.51340287864783,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2014,2236.6,3.78973631006151,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01460,"Coconuts, in shell",2014,6718,0.3751872228730767,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01232,Cucumbers and gherkins,2014,15401.6,-8.318564154499684,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01314,Dates,2014,5893.9,-0.31487217891547814,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2014,22212.4,5.751866938221311,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01233,Eggplants (aubergines),2014,9969.8,-0.2917270239819733,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01315,Figs,2014,4000,1.2150548256445672,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01657,"Ginger, raw",2014,446.8,-0.8805599458117035,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01330,Grapes,2014,4299.2,0.38001668365929525,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01252,Green garlic,2014,8677.4,-1.5185549159998042,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,0142,"Groundnuts, excluding shelled",2014,900.3,16.212191717077715,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01449.02,Hempseed,2014,494.3,13.2959129977197,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01922.01,"Jute, raw or retted",2014,1119.7,-0.1341441602575568,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01922.02,"Kenaf, and other textile bast fibres, raw or retted",2014,606.4,-0.49718263175339744,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01322,Lemons and limes,2014,11020.4,-2.0728747939165966,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01704,"Lentils, dry",2014,440.8,14.82125603864734,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01214,Lettuce and chicory,2014,1076.1,2.2704568159113614,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01441,Linseed,2014,716.5,-0.8586711711711744,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,0112,Maize (corn),2014,4321.1,-2.1222792049724717,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01316,"Mangoes, guavas and mangosteens",2014,8984.1,-0.348490433267441,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,0118,Millet,2014,637.4,-0.5362776025236557,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01239.01,Okra,2014,7605.7,0.7632890582187313,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2014,12994,1.483733519337064,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01241.90,"Other beans, green",2014,4465.2,15.808130326570641,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01355.90,Other berries and fruits of the genus vaccinium n.e.c.,2014,4659.3,-2.204527507238747,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01359.90,"Other fruits, n.e.c.",2014,5318.8,-11.297578940760438,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01379.90,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2014,922.7,3.3315872184389685,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01449.90,"Other oil seeds, n.e.c.",2014,759.8,2.263956779006949,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01709.90,Other pulses n.e.c.,2014,776,-7.957707289927664,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01699,"Other stimulant, spice and aromatic crops, n.e.c.",2014,3781.5,-8.312090052416,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01290.90,"Other vegetables, fresh n.e.c.",2014,12946.5,2.984683172471669,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01317,Papayas,2014,4913.1,-0.9969987254861652,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01345,Peaches and nectarines,2014,4774.9,-12.416715715126536,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01342.01,Pears,2014,9409.3,2.7211165675885316,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01705,"Peas, dry",2014,659.9,2.870179570209008,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01242,"Peas, green",2014,6475.9,-0.4435965442898493,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01707,"Pigeon peas, dry",2014,703.1,-5.968349660889228,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01375,"Pistachios, in shell",2014,3414.5,-0,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01346,Plums and sloes,2014,7736.7,0.9816469142754731,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01510,Potatoes,2014,18150.6,16.762894445998572,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01235,"Pumpkins, squash and gourds",2014,9741.2,0.18035004303806357,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01443,Rape or colza seed,2014,934.1,-1.2684301821335695,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,0113,Rice,2014,3633.9,3.16830100191857,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01446,Safflower seed,2014,1050,-0.430416068866571,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01921.01,"Seed cotton, unginned",2014,2302.1,-1.3069882063016993,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01444,Sesame seed,2014,400.8,-0.9063444108761387,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,0114,Sorghum,2014,588.5,1.7036913312176456,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,0141,Soya beans,2014,750,-3.8493492107449394,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01215,Spinach,2014,11871.8,1.4109303503658241,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01801,Sugar beet,2014,13000,-0,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01802,Sugar cane,2014,55087.2,4.266933136377466,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01445,Sunflower seed,2014,1265,-1.9257110627669078,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01530,Sweet potatoes,2014,8530.2,3.8428154343880645,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01324,"Tangerines, mandarins, clementines",2014,11210.9,-8.646438020293242,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01234,Tomatoes,2014,9527.9,3.408319055970648,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01970,Unmanufactured tobacco,2014,2648.4,-21.715152350751413,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01376,"Walnuts, in shell",2014,5987,25.14752950590118,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,01221,Watermelons,2014,14640.5,-1.0498053615306064,255,2000000,1
Pakistan,2014,QCL,Crops and livestock products,586,5412,Yield,0111,Wheat,2014,2824.1,-1.0158457631362483,255,2000000,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01371,"Almonds, in shell",2015,2059.6,-1.338319228498318,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01341,Apples,2015,6401.5,-4.0505176925702555,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01343,Apricots,2015,6716.9,-6.167512289187093,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01312,Bananas,2015,4190.3,1.548329495794362,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,0115,Barley,2015,926.1,1.3632974757695129,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01701,"Beans, dry",2015,668.4,8.212029662180727,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01212,Cabbages,2015,15499.3,0.8082889617038775,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01229,Cantaloupes and other melons,2015,12406.9,2.5809541756964784,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01251,Carrots and turnips,2015,17149.4,1.1670191736927944,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01447,Castor oil seeds,2015,1030.6,1.8943360304616936,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01213,Cauliflowers and broccoli,2015,17422.8,-0.1995617692559896,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01344.02,Cherries,2015,1846.6,-0.39143198869195484,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01703,"Chick peas, dry",2015,402.3,4.25987624940504,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2015,2193.5,1.927032102298127,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01460,"Coconuts, in shell",2015,6662.2,0.8306043465317086,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01232,Cucumbers and gherkins,2015,16056.8,-4.254103469769367,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01314,Dates,2015,4816.9,18.27312984611208,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2015,21491.4,3.2459347031387873,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01233,Eggplants (aubergines),2015,10018.2,-0.48546610764510284,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01315,Figs,2015,3793.4,5.164999999999998,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01657,"Ginger, raw",2015,446.7,0.022381378692932573,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01330,Grapes,2015,4457.1,-3.672776330480102,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01252,Green garlic,2015,9168.4,-5.658376933182751,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,0142,"Groundnuts, excluding shelled",2015,997.6,-10.807508608241706,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01449.02,Hempseed,2015,440.7,10.843617236496058,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01922.01,"Jute, raw or retted",2015,1121.7,-0.1786192730195588,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01922.02,"Kenaf, and other textile bast fibres, raw or retted",2015,605.5,0.14841688654353188,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01322,Lemons and limes,2015,12423.4,-12.730935356248413,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01704,"Lentils, dry",2015,502.1,-13.906533575317606,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01214,Lettuce and chicory,2015,1074.6,0.13939224979091164,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01441,Linseed,2015,706.4,1.4096301465457115,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,0112,Maize (corn),2015,4424.8,-2.3998518895651526,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01316,"Mangoes, guavas and mangosteens",2015,9333.4,-3.887979875557922,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,0118,Millet,2015,616.3,3.310323187951055,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01239.01,Okra,2015,7662.2,-0.7428639047030516,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2015,12801.6,1.480683392334921,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01241.90,"Other beans, green",2015,4514.6,-1.1063334229149993,32,NA,1
Pakistan,2015,QCL,Crops and livestock products,586,5412,Yield,01355.90,Other berries and fruits of the genus vaccinium n.e.c.,2015,4575.2,1.8049921662052315,32,NA,1
